,Home_Team,Away_Team,Goals_Home,Goals_Away,Date
1594,Borussia Mönchengladbach,1.FSV Mainz 05,1,0,2005-01-10
1595,FC Bayern München,VfL Wolfsburg,2,0,2005-01-10
1596,Eintracht Frankfurt,FC Schalke 04,0,1,2005-01-10
1597,Hannover 96,MSV Duisburg,1,1,2005-01-10
1598,Hertha BSC,SV Werder Bremen,1,2,2005-01-10
1599,1.FC Nürnberg,1.FC Köln,2,1,2005-01-10
1600,Borussia Dortmund,VfB Stuttgart,0,0,2005-01-10
1601,1.FC Kaiserslautern,Hamburger SV,0,3,2005-01-10
1602,FC Schalke 04,FC Bayern München,1,1,2005-10-15
1603,Hamburger SV,VfL Wolfsburg,0,1,2005-10-15
1604,1.FC Kaiserslautern,Borussia Dortmund,3,3,2005-10-15
1605,SV Werder Bremen,1.FC Nürnberg,6,2,2005-10-15
1606,VfB Stuttgart,Borussia Mönchengladbach,1,1,2005-10-15
1607,1.FSV Mainz 05,Bayer 04 Leverkusen,3,1,2005-10-15
1608,Arminia Bielefeld,Hertha BSC,3,0,2005-10-15
1609,1.FC Köln,Hannover 96,1,4,2005-10-15
1610,MSV Duisburg,Eintracht Frankfurt,0,1,2005-10-15
1611,Borussia Mönchengladbach,1.FC Kaiserslautern,4,1,2005-10-22
1612,Hertha BSC,1.FSV Mainz 05,3,1,2005-10-22
1613,VfL Wolfsburg,FC Schalke 04,0,0,2005-10-22
1614,1.FC Nürnberg,Arminia Bielefeld,2,3,2005-10-22
1615,FC Bayern München,MSV Duisburg,4,0,2005-10-22
1616,Eintracht Frankfurt,1.FC Köln,6,3,2005-10-22
1617,Hannover 96,SV Werder Bremen,0,0,2005-10-22
1618,Bayer 04 Leverkusen,VfB Stuttgart,1,1,2005-10-22
1619,Borussia Dortmund,Hamburger SV,1,1,2005-10-22
1620,1.FC Köln,FC Bayern München,1,2,2005-10-29
1621,MSV Duisburg,VfL Wolfsburg,1,0,2005-10-29
1622,Borussia Dortmund,Borussia Mönchengladbach,2,1,2005-10-29
1623,Hamburger SV,FC Schalke 04,1,0,2005-10-29
1624,1.FC Kaiserslautern,Bayer 04 Leverkusen,2,2,2005-10-29
1625,SV Werder Bremen,Eintracht Frankfurt,4,1,2005-10-29
1626,VfB Stuttgart,Hertha BSC,3,3,2005-10-29
1627,1.FSV Mainz 05,1.FC Nürnberg,4,1,2005-10-29
1628,Arminia Bielefeld,Hannover 96,4,1,2005-10-29
1629,Bayer 04 Leverkusen,Borussia Dortmund,2,1,2005-05-11
1630,FC Schalke 04,MSV Duisburg,3,0,2005-05-11
1631,VfL Wolfsburg,1.FC Köln,1,1,2005-05-11
1632,FC Bayern München,SV Werder Bremen,3,1,2005-05-11
1633,Eintracht Frankfurt,Arminia Bielefeld,3,0,2005-05-11
1634,Hannover 96,1.FSV Mainz 05,2,2,2005-05-11
1635,Hertha BSC,1.FC Kaiserslautern,3,0,2005-05-11
1636,Borussia Mönchengladbach,Hamburger SV,0,0,2005-05-11
1637,1.FC Nürnberg,VfB Stuttgart,0,1,2005-05-11
1638,1.FC Köln,FC Schalke 04,2,2,2005-11-19
1639,Borussia Mönchengladbach,Bayer 04 Leverkusen,1,1,2005-11-19
1640,Borussia Dortmund,Hertha BSC,2,0,2005-11-19
1641,1.FC Kaiserslautern,1.FC Nürnberg,1,3,2005-11-19
1642,SV Werder Bremen,VfL Wolfsburg,6,1,2005-11-19
1643,1.FSV Mainz 05,Eintracht Frankfurt,2,2,2005-11-19
1644,Arminia Bielefeld,FC Bayern München,1,2,2005-11-19
1645,Hamburger SV,MSV Duisburg,2,0,2005-11-19
1646,VfB Stuttgart,Hannover 96,2,2,2005-11-19
1647,Bayer 04 Leverkusen,Hamburger SV,0,1,2005-11-26
1648,FC Schalke 04,SV Werder Bremen,2,1,2005-11-26
1649,VfL Wolfsburg,Arminia Bielefeld,0,0,2005-11-26
1650,FC Bayern München,1.FSV Mainz 05,2,1,2005-11-26
1651,Hannover 96,1.FC Kaiserslautern,5,1,2005-11-26
1652,1.FC Nürnberg,Borussia Dortmund,1,2,2005-11-26
1653,Eintracht Frankfurt,VfB Stuttgart,1,1,2005-11-26
1654,Hertha BSC,Borussia Mönchengladbach,2,2,2005-11-26
1655,MSV Duisburg,1.FC Köln,1,1,2005-11-26
1656,Borussia Mönchengladbach,1.FC Nürnberg,0,1,2005-03-12
1657,Borussia Dortmund,Hannover 96,0,2,2005-03-12
1658,VfB Stuttgart,FC Bayern München,0,0,2005-03-12
1659,Arminia Bielefeld,FC Schalke 04,0,1,2005-03-12
1660,Hamburger SV,1.FC Köln,3,1,2005-03-12
1661,SV Werder Bremen,MSV Duisburg,2,0,2005-03-12
1662,Bayer 04 Leverkusen,Hertha BSC,1,2,2005-03-12
1663,1.FSV Mainz 05,VfL Wolfsburg,5,1,2005-03-12
1664,1.FC Kaiserslautern,Eintracht Frankfurt,1,2,2005-03-12
1665,MSV Duisburg,Arminia Bielefeld,1,1,2005-10-12
1666,FC Schalke 04,1.FSV Mainz 05,1,0,2005-10-12
1667,Hamburger SV,Hertha BSC,2,1,2005-10-12
1668,VfL Wolfsburg,VfB Stuttgart,0,1,2005-10-12
1669,1.FC Nürnberg,Bayer 04 Leverkusen,1,1,2005-10-12
1670,Eintracht Frankfurt,Borussia Dortmund,2,0,2005-10-12
1671,Hannover 96,Borussia Mönchengladbach,1,1,2005-10-12
1672,1.FC Köln,SV Werder Bremen,1,4,2005-10-12
1673,FC Bayern München,1.FC Kaiserslautern,2,1,2005-10-12
1674,Bayer 04 Leverkusen,Hannover 96,0,0,2005-12-17
1675,Borussia Mönchengladbach,Eintracht Frankfurt,4,3,2005-12-17
1676,Borussia Dortmund,FC Bayern München,1,2,2005-12-17
1677,1.FC Kaiserslautern,VfL Wolfsburg,3,2,2005-12-17
1678,VfB Stuttgart,FC Schalke 04,2,0,2005-12-17
1679,1.FSV Mainz 05,MSV Duisburg,1,1,2005-12-17
1680,Arminia Bielefeld,1.FC Köln,3,2,2005-12-17
1681,Hertha BSC,1.FC Nürnberg,1,1,2005-12-17
1682,SV Werder Bremen,Hamburger SV,1,1,2005-12-17
1683,Borussia Mönchengladbach,FC Bayern München,1,3,2006-01-27
1684,1.FSV Mainz 05,1.FC Köln,4,2,2006-01-27
1685,VfB Stuttgart,MSV Duisburg,0,1,2006-01-27
1686,1.FC Nürnberg,Hamburger SV,2,1,2006-01-27
1687,Borussia Dortmund,VfL Wolfsburg,3,2,2006-01-27
1688,Bayer 04 Leverkusen,Eintracht Frankfurt,2,1,2006-01-27
1689,Hertha BSC,Hannover 96,1,1,2006-01-27
1690,1.FC Kaiserslautern,FC Schalke 04,0,2,2006-01-27
1691,Arminia Bielefeld,SV Werder Bremen,0,1,2006-01-27
1692,FC Bayern München,Bayer 04 Leverkusen,1,0,2006-04-02
1693,FC Schalke 04,Borussia Dortmund,0,0,2006-04-02
1694,Eintracht Frankfurt,Hertha BSC,1,1,2006-04-02
1695,MSV Duisburg,1.FC Kaiserslautern,2,2,2006-04-02
1696,1.FC Köln,VfB Stuttgart,0,0,2006-04-02
1697,SV Werder Bremen,1.FSV Mainz 05,4,2,2006-04-02
1698,Hamburger SV,Arminia Bielefeld,2,1,2006-04-02
1699,VfL Wolfsburg,Borussia Mönchengladbach,2,0,2006-04-02
1700,Hannover 96,1.FC Nürnberg,1,1,2006-04-02
1701,1.FC Kaiserslautern,1.FC Köln,2,2,2006-07-02
1702,Borussia Dortmund,MSV Duisburg,2,0,2006-07-02
1703,Hertha BSC,FC Bayern München,0,0,2006-07-02
1704,1.FSV Mainz 05,Arminia Bielefeld,1,1,2006-07-02
1705,Borussia Mönchengladbach,FC Schalke 04,0,0,2006-07-02
1706,Hannover 96,Hamburger SV,2,1,2006-07-02
1707,Bayer 04 Leverkusen,VfL Wolfsburg,4,0,2006-07-02
1708,VfB Stuttgart,SV Werder Bremen,0,0,2006-07-02
1709,1.FC Nürnberg,Eintracht Frankfurt,0,1,2006-07-02
1710,FC Schalke 04,Bayer 04 Leverkusen,7,4,2006-11-02
1711,MSV Duisburg,Borussia Mönchengladbach,1,1,2006-11-02
1712,SV Werder Bremen,1.FC Kaiserslautern,0,2,2006-11-02
1713,Arminia Bielefeld,VfB Stuttgart,2,1,2006-11-02
1714,Hamburger SV,1.FSV Mainz 05,1,0,2006-11-02
1715,Eintracht Frankfurt,Hannover 96,0,1,2006-11-02
1716,VfL Wolfsburg,Hertha BSC,1,1,2006-11-02
1717,1.FC Köln,Borussia Dortmund,0,0,2006-11-02
1718,FC Bayern München,1.FC Nürnberg,2,1,2006-11-02
1719,Borussia Mönchengladbach,1.FC Köln,2,0,2006-02-18
1720,Bayer 04 Leverkusen,MSV Duisburg,3,2,2006-02-18
1721,Hertha BSC,FC Schalke 04,1,2,2006-02-18
1722,1.FC Nürnberg,VfL Wolfsburg,1,0,2006-02-18
1723,Borussia Dortmund,SV Werder Bremen,0,1,2006-02-18
1724,Hannover 96,FC Bayern München,1,1,2006-02-18
1725,1.FC Kaiserslautern,Arminia Bielefeld,2,0,2006-02-18
1726,Eintracht Frankfurt,Hamburger SV,1,2,2006-02-18
1727,VfB Stuttgart,1.FSV Mainz 05,2,1,2006-02-18
1728,1.FC Köln,Bayer 04 Leverkusen,0,3,2006-02-25
1729,SV Werder Bremen,Borussia Mönchengladbach,2,0,2006-02-25
1730,Arminia Bielefeld,Borussia Dortmund,1,0,2006-02-25
1731,1.FSV Mainz 05,1.FC Kaiserslautern,0,2,2006-02-25
1732,FC Bayern München,Eintracht Frankfurt,5,2,2006-02-25
1733,VfL Wolfsburg,Hannover 96,2,1,2006-02-25
1734,FC Schalke 04,1.FC Nürnberg,2,0,2006-02-25
1735,Hamburger SV,VfB Stuttgart,0,2,2006-02-25
1736,MSV Duisburg,Hertha BSC,2,1,2006-02-25
1737,Hertha BSC,1.FC Köln,2,4,2006-04-03
1738,1.FC Nürnberg,MSV Duisburg,3,0,2006-04-03
1739,Hannover 96,FC Schalke 04,1,2,2006-04-03
1740,Borussia Dortmund,1.FSV Mainz 05,1,1,2006-04-03
1741,FC Bayern München,Hamburger SV,1,2,2006-04-03
1742,Bayer 04 Leverkusen,SV Werder Bremen,1,1,2006-04-03
1743,Eintracht Frankfurt,VfL Wolfsburg,1,1,2006-04-03
1744,Borussia Mönchengladbach,Arminia Bielefeld,2,0,2006-04-03
1745,1.FC Kaiserslautern,VfB Stuttgart,1,1,2006-04-03
1746,Arminia Bielefeld,Bayer 04 Leverkusen,1,0,2006-11-03
1747,1.FSV Mainz 05,Borussia Mönchengladbach,3,0,2006-11-03
1748,VfB Stuttgart,Borussia Dortmund,0,0,2006-11-03
1749,SV Werder Bremen,Hertha BSC,0,3,2006-11-03
1750,1.FC Köln,1.FC Nürnberg,3,4,2006-11-03
1751,VfL Wolfsburg,FC Bayern München,0,0,2006-11-03
1752,MSV Duisburg,Hannover 96,0,0,2006-11-03
1753,Hamburger SV,1.FC Kaiserslautern,3,0,2006-11-03
1754,FC Schalke 04,Eintracht Frankfurt,2,0,2006-11-03
1755,Hannover 96,1.FC Köln,1,0,2006-03-18
1756,Eintracht Frankfurt,MSV Duisburg,5,2,2006-03-18
1757,VfL Wolfsburg,Hamburger SV,0,1,2006-03-18
1758,Borussia Dortmund,1.FC Kaiserslautern,2,1,2006-03-18
1759,1.FC Nürnberg,SV Werder Bremen,3,1,2006-03-18
1760,Borussia Mönchengladbach,VfB Stuttgart,1,1,2006-03-18
1761,Bayer 04 Leverkusen,1.FSV Mainz 05,1,2,2006-03-18
1762,FC Bayern München,FC Schalke 04,3,0,2006-03-18
1763,Hertha BSC,Arminia Bielefeld,1,0,2006-03-18
1764,VfB Stuttgart,Bayer 04 Leverkusen,0,2,2006-03-25
1765,Hamburger SV,Borussia Dortmund,2,4,2006-03-25
1766,1.FSV Mainz 05,Hertha BSC,2,2,2006-03-25
1767,FC Schalke 04,VfL Wolfsburg,2,2,2006-03-25
1768,MSV Duisburg,FC Bayern München,1,3,2006-03-25
1769,1.FC Köln,Eintracht Frankfurt,1,1,2006-03-25
1770,SV Werder Bremen,Hannover 96,5,0,2006-03-25
1771,1.FC Kaiserslautern,Borussia Mönchengladbach,3,0,2006-03-25
1772,Arminia Bielefeld,1.FC Nürnberg,0,0,2006-03-25
1773,FC Bayern München,1.FC Köln,2,2,2006-01-04
1774,VfL Wolfsburg,MSV Duisburg,1,1,2006-01-04
1775,Borussia Mönchengladbach,Borussia Dortmund,2,1,2006-01-04
1776,Bayer 04 Leverkusen,1.FC Kaiserslautern,5,1,2006-01-04
1777,Eintracht Frankfurt,SV Werder Bremen,0,1,2006-01-04
1778,Hertha BSC,VfB Stuttgart,2,0,2006-01-04
1779,1.FC Nürnberg,1.FSV Mainz 05,3,0,2006-01-04
1780,FC Schalke 04,Hamburger SV,0,2,2006-01-04
1781,Hannover 96,Arminia Bielefeld,0,1,2006-01-04
1782,Borussia Dortmund,Bayer 04 Leverkusen,1,2,2006-08-04
1783,1.FC Kaiserslautern,Hertha BSC,0,2,2006-08-04
1784,1.FC Köln,VfL Wolfsburg,3,0,2006-08-04
1785,VfB Stuttgart,1.FC Nürnberg,1,0,2006-08-04
1786,SV Werder Bremen,FC Bayern München,3,0,2006-08-04
1787,Arminia Bielefeld,Eintracht Frankfurt,1,0,2006-08-04
1788,1.FSV Mainz 05,Hannover 96,0,0,2006-08-04
1789,Hamburger SV,Borussia Mönchengladbach,2,0,2006-08-04
1790,MSV Duisburg,FC Schalke 04,1,1,2006-08-04
1791,FC Schalke 04,1.FC Köln,1,1,2006-04-15
1792,Bayer 04 Leverkusen,Borussia Mönchengladbach,2,1,2006-04-15
1793,Hertha BSC,Borussia Dortmund,0,0,2006-04-15
1794,Eintracht Frankfurt,1.FSV Mainz 05,0,0,2006-04-15
1795,FC Bayern München,Arminia Bielefeld,2,0,2006-04-15
1796,MSV Duisburg,Hamburger SV,0,2,2006-04-15
1797,VfL Wolfsburg,SV Werder Bremen,1,1,2006-04-15
1798,1.FC Nürnberg,1.FC Kaiserslautern,3,2,2006-04-15
1799,Hannover 96,VfB Stuttgart,3,3,2006-04-15
1800,Hamburger SV,Bayer 04 Leverkusen,0,2,2006-04-22
1801,1.FC Köln,MSV Duisburg,3,1,2006-04-22
1802,Borussia Mönchengladbach,Hertha BSC,2,2,2006-04-22
1803,Arminia Bielefeld,VfL Wolfsburg,0,1,2006-04-22
1804,Borussia Dortmund,1.FC Nürnberg,2,1,2006-04-22
1805,VfB Stuttgart,Eintracht Frankfurt,0,2,2006-04-22
1806,1.FC Kaiserslautern,Hannover 96,1,0,2006-04-22
1807,SV Werder Bremen,FC Schalke 04,0,0,2006-04-22
1808,1.FSV Mainz 05,FC Bayern München,2,2,2006-04-22
1809,Hertha BSC,Bayer 04 Leverkusen,1,5,2006-02-05
1810,1.FC Nürnberg,Borussia Mönchengladbach,5,2,2006-02-05
1811,Hannover 96,Borussia Dortmund,1,2,2006-02-05
1812,1.FC Köln,Hamburger SV,0,1,2006-02-05
1813,Eintracht Frankfurt,1.FC Kaiserslautern,2,2,2006-02-05
1814,FC Bayern München,VfB Stuttgart,3,1,2006-02-05
1815,VfL Wolfsburg,1.FSV Mainz 05,0,3,2006-02-05
1816,FC Schalke 04,Arminia Bielefeld,3,1,2006-02-05
1817,MSV Duisburg,SV Werder Bremen,3,5,2006-02-05
1818,SV Werder Bremen,1.FC Köln,6,0,2006-06-05
1819,Arminia Bielefeld,MSV Duisburg,0,2,2006-06-05
1820,1.FSV Mainz 05,FC Schalke 04,1,0,2006-06-05
1821,VfB Stuttgart,VfL Wolfsburg,2,1,2006-06-05
1822,1.FC Kaiserslautern,FC Bayern München,1,1,2006-06-05
1823,Borussia Dortmund,Eintracht Frankfurt,1,1,2006-06-05
1824,Borussia Mönchengladbach,Hannover 96,2,2,2006-06-05
1825,Hertha BSC,Hamburger SV,4,2,2006-06-05
1826,Bayer 04 Leverkusen,1.FC Nürnberg,2,2,2006-06-05
1827,Hannover 96,Bayer 04 Leverkusen,2,2,2006-05-13
1828,Eintracht Frankfurt,Borussia Mönchengladbach,0,2,2006-05-13
1829,FC Bayern München,Borussia Dortmund,3,3,2006-05-13
1830,1.FC Nürnberg,Hertha BSC,2,1,2006-05-13
1831,VfL Wolfsburg,1.FC Kaiserslautern,2,2,2006-05-13
1832,Hamburger SV,SV Werder Bremen,1,2,2006-05-13
1833,FC Schalke 04,VfB Stuttgart,3,2,2006-05-13
1834,MSV Duisburg,1.FSV Mainz 05,0,0,2006-05-13
1835,1.FC Köln,Arminia Bielefeld,4,2,2006-05-13
1836,FC Bayern München,Borussia Dortmund,2,0,2006-11-08
1837,Hamburger SV,Arminia Bielefeld,1,1,2006-11-08
1838,FC Schalke 04,Eintracht Frankfurt,1,1,2006-11-08
1839,Bayer 04 Leverkusen,Alemannia Aachen,3,0,2006-11-08
1840,VfB Stuttgart,1.FC Nürnberg,0,3,2006-11-08
1841,Borussia Mönchengladbach,FC Energie Cottbus,2,0,2006-11-08
1842,1.FSV Mainz 05,VfL Bochum,2,1,2006-11-08
1843,Hannover 96,SV Werder Bremen,2,4,2006-11-08
1844,VfL Wolfsburg,Hertha BSC,0,0,2006-11-08
1845,1.FC Nürnberg,Borussia Mönchengladbach,1,0,2006-08-18
1846,Borussia Dortmund,1.FSV Mainz 05,1,1,2006-08-18
1847,Eintracht Frankfurt,VfL Wolfsburg,0,0,2006-08-18
1848,FC Energie Cottbus,Hamburger SV,2,2,2006-08-18
1849,Alemannia Aachen,FC Schalke 04,0,1,2006-08-18
1850,SV Werder Bremen,Bayer 04 Leverkusen,2,1,2006-08-18
1851,Hertha BSC,Hannover 96,4,0,2006-08-18
1852,Arminia Bielefeld,VfB Stuttgart,2,3,2006-08-18
1853,VfL Bochum,FC Bayern München,1,2,2006-08-18
1854,FC Schalke 04,SV Werder Bremen,2,0,2006-08-25
1855,FC Bayern München,1.FC Nürnberg,0,0,2006-08-25
1856,Bayer 04 Leverkusen,VfL Wolfsburg,1,1,2006-08-25
1857,VfB Stuttgart,Borussia Dortmund,1,3,2006-08-25
1858,Borussia Mönchengladbach,Arminia Bielefeld,1,0,2006-08-25
1859,Hannover 96,Alemannia Aachen,0,3,2006-08-25
1860,VfL Bochum,FC Energie Cottbus,0,1,2006-08-25
1861,Hamburger SV,Hertha BSC,1,1,2006-08-25
1862,1.FSV Mainz 05,Eintracht Frankfurt,1,1,2006-08-25
1863,VfL Wolfsburg,Hannover 96,1,2,2006-09-15
1864,SV Werder Bremen,VfB Stuttgart,2,3,2006-09-15
1865,Borussia Dortmund,Hamburger SV,1,0,2006-09-15
1866,1.FC Nürnberg,VfL Bochum,1,1,2006-09-15
1867,Arminia Bielefeld,FC Bayern München,2,1,2006-09-15
1868,Alemannia Aachen,Borussia Mönchengladbach,4,2,2006-09-15
1869,FC Energie Cottbus,1.FSV Mainz 05,2,0,2006-09-15
1870,Hertha BSC,FC Schalke 04,2,0,2006-09-15
1871,Eintracht Frankfurt,Bayer 04 Leverkusen,3,1,2006-09-15
1872,Borussia Mönchengladbach,Borussia Dortmund,1,0,2006-09-22
1873,FC Bayern München,Alemannia Aachen,2,1,2006-09-22
1874,Hamburger SV,SV Werder Bremen,1,1,2006-09-22
1875,FC Schalke 04,VfL Wolfsburg,2,0,2006-09-22
1876,VfB Stuttgart,Eintracht Frankfurt,1,1,2006-09-22
1877,1.FSV Mainz 05,Hertha BSC,1,1,2006-09-22
1878,Hannover 96,Bayer 04 Leverkusen,1,1,2006-09-22
1879,VfL Bochum,Arminia Bielefeld,2,1,2006-09-22
1880,FC Energie Cottbus,1.FC Nürnberg,1,1,2006-09-22
1881,Borussia Dortmund,Hannover 96,2,2,2006-09-29
1882,SV Werder Bremen,Borussia Mönchengladbach,3,0,2006-09-29
1883,1.FC Nürnberg,1.FSV Mainz 05,1,1,2006-09-29
1884,Arminia Bielefeld,FC Energie Cottbus,3,1,2006-09-29
1885,Eintracht Frankfurt,Hamburger SV,2,2,2006-09-29
1886,VfL Wolfsburg,FC Bayern München,1,0,2006-09-29
1887,Alemannia Aachen,VfL Bochum,2,1,2006-09-29
1888,Bayer 04 Leverkusen,FC Schalke 04,3,1,2006-09-29
1889,Hertha BSC,VfB Stuttgart,2,2,2006-09-29
1890,1.FSV Mainz 05,Alemannia Aachen,1,3,2006-10-13
1891,FC Bayern München,Hertha BSC,4,2,2006-10-13
1892,Hamburger SV,FC Schalke 04,1,2,2006-10-13
1893,VfB Stuttgart,Bayer 04 Leverkusen,3,0,2006-10-13
1894,Borussia Mönchengladbach,VfL Wolfsburg,3,1,2006-10-13
1895,Hannover 96,Eintracht Frankfurt,1,1,2006-10-13
1896,VfL Bochum,SV Werder Bremen,0,6,2006-10-13
1897,1.FC Nürnberg,Arminia Bielefeld,1,1,2006-10-13
1898,FC Energie Cottbus,Borussia Dortmund,2,3,2006-10-13
1899,Borussia Dortmund,VfL Bochum,1,1,2006-10-20
1900,SV Werder Bremen,FC Bayern München,3,1,2006-10-20
1901,FC Schalke 04,Hannover 96,2,1,2006-10-20
1902,Hertha BSC,Borussia Mönchengladbach,2,1,2006-10-20
1903,Arminia Bielefeld,1.FSV Mainz 05,1,0,2006-10-20
1904,VfL Wolfsburg,VfB Stuttgart,1,1,2006-10-20
1905,Alemannia Aachen,FC Energie Cottbus,1,2,2006-10-20
1906,Bayer 04 Leverkusen,Hamburger SV,1,2,2006-10-20
1907,Eintracht Frankfurt,1.FC Nürnberg,2,2,2006-10-20
1908,1.FSV Mainz 05,SV Werder Bremen,1,6,2006-10-27
1909,FC Bayern München,Eintracht Frankfurt,2,0,2006-10-27
1910,Hamburger SV,Hannover 96,0,0,2006-10-27
1911,1.FC Nürnberg,Borussia Dortmund,1,1,2006-10-27
1912,Borussia Mönchengladbach,Bayer 04 Leverkusen,0,2,2006-10-27
1913,VfL Bochum,VfL Wolfsburg,0,1,2006-10-27
1914,FC Energie Cottbus,Hertha BSC,2,0,2006-10-27
1915,VfB Stuttgart,FC Schalke 04,3,0,2006-10-27
1916,Arminia Bielefeld,Alemannia Aachen,5,1,2006-10-27
1917,Hannover 96,VfL Bochum,0,2,2006-03-11
1918,SV Werder Bremen,FC Energie Cottbus,1,1,2006-03-11
1919,Bayer 04 Leverkusen,1.FSV Mainz 05,1,1,2006-03-11
1920,Hertha BSC,1.FC Nürnberg,2,1,2006-03-11
1921,Borussia Dortmund,Arminia Bielefeld,1,1,2006-03-11
1922,VfL Wolfsburg,Hamburger SV,1,0,2006-03-11
1923,Alemannia Aachen,VfB Stuttgart,2,4,2006-03-11
1924,FC Schalke 04,FC Bayern München,2,2,2006-03-11
1925,Eintracht Frankfurt,Borussia Mönchengladbach,1,0,2006-03-11
1926,Borussia Dortmund,Alemannia Aachen,0,0,2006-07-11
1927,1.FC Nürnberg,SV Werder Bremen,1,2,2006-07-11
1928,VfB Stuttgart,Hamburger SV,2,0,2006-07-11
1929,1.FSV Mainz 05,VfL Wolfsburg,1,2,2006-07-11
1930,FC Bayern München,Hannover 96,0,1,2006-07-11
1931,Borussia Mönchengladbach,FC Schalke 04,0,2,2006-07-11
1932,Arminia Bielefeld,Hertha BSC,2,2,2006-07-11
1933,VfL Bochum,Bayer 04 Leverkusen,1,3,2006-07-11
1934,FC Energie Cottbus,Eintracht Frankfurt,0,1,2006-07-11
1935,SV Werder Bremen,Borussia Dortmund,1,3,2006-10-11
1936,Hamburger SV,Borussia Mönchengladbach,1,1,2006-10-11
1937,FC Schalke 04,1.FSV Mainz 05,4,0,2006-10-11
1938,Bayer 04 Leverkusen,FC Bayern München,2,3,2006-10-11
1939,Hertha BSC,VfL Bochum,3,3,2006-10-11
1940,Eintracht Frankfurt,Arminia Bielefeld,0,3,2006-10-11
1941,VfL Wolfsburg,FC Energie Cottbus,0,0,2006-10-11
1942,Hannover 96,VfB Stuttgart,1,2,2006-10-11
1943,Alemannia Aachen,1.FC Nürnberg,1,1,2006-10-11
1944,VfL Bochum,Eintracht Frankfurt,4,3,2006-11-17
1945,FC Bayern München,VfB Stuttgart,2,1,2006-11-17
1946,Borussia Dortmund,Hertha BSC,1,2,2006-11-17
1947,1.FC Nürnberg,Bayer 04 Leverkusen,3,2,2006-11-17
1948,1.FSV Mainz 05,Hamburger SV,0,0,2006-11-17
1949,Alemannia Aachen,SV Werder Bremen,2,2,2006-11-17
1950,FC Energie Cottbus,FC Schalke 04,2,4,2006-11-17
1951,Borussia Mönchengladbach,Hannover 96,0,1,2006-11-17
1952,Arminia Bielefeld,VfL Wolfsburg,0,0,2006-11-17
1953,FC Schalke 04,VfL Bochum,2,1,2006-11-24
1954,SV Werder Bremen,Arminia Bielefeld,3,0,2006-11-24
1955,Hamburger SV,FC Bayern München,1,2,2006-11-24
1956,Hertha BSC,Alemannia Aachen,2,1,2006-11-24
1957,Hannover 96,1.FSV Mainz 05,1,0,2006-11-24
1958,Eintracht Frankfurt,Borussia Dortmund,1,1,2006-11-24
1959,VfL Wolfsburg,1.FC Nürnberg,1,1,2006-11-24
1960,Bayer 04 Leverkusen,FC Energie Cottbus,3,1,2006-11-24
1961,VfB Stuttgart,Borussia Mönchengladbach,1,0,2006-11-24
1962,1.FSV Mainz 05,VfB Stuttgart,0,0,2006-01-12
1963,FC Bayern München,Borussia Mönchengladbach,1,1,2006-01-12
1964,SV Werder Bremen,Hertha BSC,3,1,2006-01-12
1965,Borussia Dortmund,VfL Wolfsburg,1,0,2006-01-12
1966,Arminia Bielefeld,Bayer 04 Leverkusen,0,0,2006-01-12
1967,VfL Bochum,Hamburger SV,2,1,2006-01-12
1968,FC Energie Cottbus,Hannover 96,0,1,2006-01-12
1969,1.FC Nürnberg,FC Schalke 04,0,0,2006-01-12
1970,Alemannia Aachen,Eintracht Frankfurt,2,3,2006-01-12
1971,Bayer 04 Leverkusen,Hertha BSC,2,1,2006-08-12
1972,FC Bayern München,FC Energie Cottbus,2,1,2006-08-12
1973,Hamburger SV,1.FC Nürnberg,0,0,2006-08-12
1974,VfB Stuttgart,VfL Bochum,1,0,2006-08-12
1975,Borussia Mönchengladbach,1.FSV Mainz 05,1,1,2006-08-12
1976,Hannover 96,Arminia Bielefeld,1,1,2006-08-12
1977,Eintracht Frankfurt,SV Werder Bremen,2,6,2006-08-12
1978,FC Schalke 04,Borussia Dortmund,3,1,2006-08-12
1979,VfL Wolfsburg,Alemannia Aachen,1,2,2006-08-12
1980,VfL Bochum,Borussia Mönchengladbach,2,0,2006-12-15
1981,Hertha BSC,Eintracht Frankfurt,1,0,2006-12-15
1982,1.FC Nürnberg,Hannover 96,3,1,2006-12-15
1983,1.FSV Mainz 05,FC Bayern München,0,4,2006-12-15
1984,Arminia Bielefeld,FC Schalke 04,0,1,2006-12-15
1985,Alemannia Aachen,Hamburger SV,3,3,2006-12-15
1986,FC Energie Cottbus,VfB Stuttgart,0,0,2006-12-15
1987,SV Werder Bremen,VfL Wolfsburg,2,1,2006-12-15
1988,Borussia Dortmund,Bayer 04 Leverkusen,1,2,2006-12-15
1989,Borussia Dortmund,FC Bayern München,3,2,2007-01-26
1990,Arminia Bielefeld,Hamburger SV,1,1,2007-01-26
1991,Eintracht Frankfurt,FC Schalke 04,1,3,2007-01-26
1992,1.FC Nürnberg,VfB Stuttgart,4,1,2007-01-26
1993,FC Energie Cottbus,Borussia Mönchengladbach,3,1,2007-01-26
1994,VfL Bochum,1.FSV Mainz 05,0,1,2007-01-26
1995,Hertha BSC,VfL Wolfsburg,2,1,2007-01-26
1996,Alemannia Aachen,Bayer 04 Leverkusen,2,3,2007-01-26
1997,SV Werder Bremen,Hannover 96,3,0,2007-01-26
1998,Borussia Mönchengladbach,1.FC Nürnberg,0,0,2007-01-30
1999,VfB Stuttgart,Arminia Bielefeld,3,2,2007-01-30
